-1.1744,-1.6319,0.8631,-1.8592,-1.7198,-1.1561,0.63253,-2,1.5806,0.95095
0.64919,1.9968,-0.30799,1.1843,2.2467,0.8802,-0.23259,1.8076,-2.0866,-0.14774
-0.5996,0.47921,-0.33687,0.40049,0.7545,-0.18082,-0.15293,0.81227,-0.77172,-0.27131
0.68278,0.37142,-0.76801,-0.55842,0.40096,0.83052,-1.911,-0.22664,-0.55589,-1.7694
0.53576,0.28133,-0.84178,0.32874,0.921,0.32514,-1.3894,0.73582,-0.91319,-1.2582
1.2294,1.0406,-1.001,1.9802,1.6092,1.1653,-0.25362,2.159,-1.4055,-0.28256
0.13402,-0.59265,1.1349,0.37198,-0.77337,-0.50212,0.74688,-0.45651,0.40841,0.57447
-0.97849,-1.4053,0.23853,-1.3011,-1.3606,-0.58848,-0.049111,-1.7874,0.90431,-0.078124
-0.16687,-0.75438,-0.22453,-0.77044,-0.53821,0.17125,-0.24285,-1.1014,0.47555,-0.1557
0.05289,0.3818,0.97891,1.0648,-0.2014,-0.34377,0.47841,0.46168,-0.094181,0.18124
1.7909,1.6635,-0.47866,1.3799,0.81684,2.0227,-0.47824,0.65896,-0.8407,-0.44197
-0.064333,0.33115,0.39203,0.33104,-0.020983,1.2022,-0.027721,-0.48927,0.2653,-0.030118
-1.5541,-1.5076,0.38763,-0.84075,-1.5287,-1.3229,1.4735,-0.86249,1.258,1.4429
0.6715,1.0076,-0.073194,0.47454,0.52823,0.30026,-0.76126,0.28928,-0.67885,-0.99692
0.68395,0.43722,-0.40788,-0.26697,-0.14182,0.09914,-0.87824,-0.36544,0.0031988,-1.1053
1.6967,1.5601,-1.6057,0.22502,0.71155,0.90577,-1.9946,0.29934,-0.55767,-2.1755
-0.96755,-0.44438,0.24368,-0.30841,-0.05067,-0.41785,0.42146,-0.33257,-0.027602,0.34569
0.62148,-0.53048,0.34635,0.041527,-0.79919,0.57506,-0.080112,-0.75848,0.81963,0.073746
-0.0342,0.539,0.54873,0.40641,0.6819,0.27204,0.46199,0.58688,-0.52448,0.35733
-0.89382,0.069048,0.90312,-0.37132,1.017,-1.592,1.1522,1.0011,-1.4416,1.206
-0.29176,-0.18836,0.041268,0.017879,-1.0844,-0.5324,0.33248,-0.55412,1.247,0.30116
0.33751,0.30815,0.54697,0.58104,-0.50232,-0.45646,0.086854,0.061829,0.48158,-0.36771
0.19035,-0.12883,-1.1933,-0.79367,-0.25704,0.63483,-1.2445,-0.96798,0.35562,-1.1793
-0.61653,-0.739,-0.40625,-0.15213,0.32201,-0.73933,0.79707,0.42009,-0.067484,0.88114
-0.65228,-0.72473,0.89944,-1.2027,-0.075137,-0.17762,0.21185,-0.32673,0.31638,0.4276
-0.63424,-0.90638,0.11132,-0.67126,-1.0679,-0.57802,0.59917,-0.67176,1.377,0.82296
1.1726,0.33707,-0.30129,0.076434,0.34473,0.59376,-1.1654,0.4173,-0.77857,-1.2442
1.4558,2.3063,-2.2335,0.9977,2.2144,1.2177,-2.1488,1.8624,-2.2757,-2.2745
0.89758,1.1962,0.16389,0.91436,0.76569,0.15637,-1.0147,1.1877,-0.8302,-1.0741
-0.4813,1.355,0.78331,0.54241,1.9489,0.76109,0.022699,1.5948,-1.7943,-0.083897
0.61633,0.70069,-1.2985,0.17505,1.5216,0.88694,-0.91096,0.62526,-1.3478,-0.73208
-0.43205,-0.3028,0.14167,1.1765,-0.2872,-0.99055,0.93479,0.77932,0.28701,1.5021
-0.43358,-0.4651,-0.76449,-0.65141,-0.66968,-0.66315,-0.17555,-0.39128,0.91897,-0.038017
-1.2506,0.43268,1.7169,-0.019946,1.5786,-0.87962,1.1907,1.6055,-1.6847,0.70029
-0.48408,-0.51378,1.0292,-0.54629,-0.21503,-0.29852,0.20088,-0.20134,-0.048396,0.19113
-0.13241,0.51918,-0.34158,-0.23611,1.3731,1.1655,-0.58912,0.47279,-1.2937,-0.22691
-1.2106,-1.5634,1.9412,-1.7464,-1.3604,-1.9221,1.3067,-1.4422,1.5812,1.1855
-1.7035,-2.0605,1.3531,-2.378,-1.6543,-1.8125,0.9837,-2.0258,1.7991,0.90817
-1.453,-0.93151,0.81057,-1.2277,-0.72405,-0.75387,0.50184,-0.698,1.0523,0.64034
-0.052945,0.51822,-0.80308,0.041152,-0.16977,-0.41173,-0.5769,0.32896,-0.031751,-0.7749
